user_id,email,phone,country,channel,signup_date,last_active,revenue
U293,user293@mail.com,,, whatsapp ,18/01/2026,24/01/2026,2562.76
U294,user294@mail.com,+22893700366,BENIN,facebook,2026-01-04 05:42:51,2026-01-02 17:29:41,336.81
U295,user295@mail.com,+22892647562,BENIN,WhatsApp,05/01/2026,20/01/2026,3081.71
U296,user296@mail.com,+22896128383,,WhatsApp,11/01/2026,2026-01-26 07:45:47,1797.43
U297,user297@mail.com,+22896562703,BENIN,WhatsApp,2026-01-16 17:06:11,03/01/2026,1316.17
U298,user298@mail.com,+22892282825,,,2026-01-01 18:37:25,2026-01-07 01:35:16,2360.52
U299,user299@mail.com,+22893493647,,,2026-01-10 04:29:32,2026-01-13 11:32:00,4032.7
U300,user300@mail.com,+22893782393,Ghana,facebook,2026-01-19 18:42:55,24/01/2026,1158.75
U166,user166@mail.com,+22894789255,  togo,,21/01/2026,18/01/2026,
U078,user078@mail.com,+22897960607,, whatsapp ,09/01/2026,15/01/2026,2722.33
U203,user203@mail.com,+22892891524,  togo,,01/01/2026,2026-01-28 18:26:23,
U025,user025@mail.com,+22892262382,Ghana,,02/01/2026,2026-01-05 01:19:23,4303.51
U038,user038@mail.com,+22892077581,, whatsapp ,02/01/2026,2026-01-25 18:44:01,1901.91
U275,,+22897953658,,Facebook,2026-01-15 14:42:37,2026-01-05 15:00:33,2164.05
U049,user049@mail.com,+22899907391,,WhatsApp,12/01/2026,08/01/2026,4754.39
U188,user188@mail.com,+22896277776,BENIN,Facebook,16/01/2026,18/01/2026,3550.71
U299,user299@mail.com,+22893493647,,,2026-01-10 04:29:32,2026-01-13 11:32:00,4032.7
U030,user030@mail.com,+22894188992,  togo,,2026-01-18 21:46:47,2026-01-07 11:27:04,3115.78
U260,user260@mail.com,+22897294684,,,02/01/2026,27/01/2026,617.98
U110,user110@mail.com,+22899646569,BENIN, whatsapp ,2026-01-01 19:22:15,2026-01-06 21:42:05,4767.02
U020,user020@mail.com,+22891666754,,,17/01/2026,23/01/2026,1499.99
U045,,+22896724909,,Facebook,2026-01-14 11:40:57,2026-01-23 04:27:11,1350.41
U223,user223@mail.com,+22891982997,BENIN,,2026-01-08 05:06:15,2026-01-09 17:52:50,
U238,user238@mail.com,+22896013906,  togo,Facebook,2026-01-19 16:51:36,2026-01-17 11:14:02,835.82
U045,,+22896724909,  togo,Facebook,2026-01-14 11:40:57,2026-02-03 11:24:30,1350.41
U192,user192@mail.com,+22894466502,  togo,WhatsApp,18/01/2026,03/01/2026,4927.44
U137,user137@mail.com,+22895435261,Ghana,WhatsApp,2026-01-18 09:14:19,2026-02-03 20:53:17,2802.44
U071,user071@mail.com,+22895963914,  togo,WhatsApp,2026-01-01 18:55:43,17/01/2026,3878.7
U096,user096@mail.com,+22892724773,  togo,facebook,2026-01-21 02:11:49,2026-01-25 11:37:41,2822.46
U004,user004@mail.com,+22897067228,  togo,Facebook,08/01/2026,2026-01-05 16:16:24,1850.9
U174,user174@mail.com,+22895511711,  togo,facebook,14/01/2026,2026-01-15 16:25:22,3083.34
U258,user258@mail.com,+22897434909,  togo,Facebook,2026-01-10 09:29:46,2026-01-23 15:50:30,
U030,user030@mail.com,+22894188992,  togo,Facebook,2026-01-18 21:46:47,01/01/2026,3115.78
U042,user042@mail.com,,  togo,Facebook,2026-01-08 06:53:01,15/01/2026,2325.17
U172,user172@mail.com,+22896171869,  togo,facebook,2026-01-03 05:27:28,2026-01-10 05:10:23,2984.62
U284,,+22893597208,  togo,Facebook,21/01/2026,2026-01-08 21:14:26,2626.98
U021,user021@mail.com,+22896304573,  togo, whatsapp ,2026-01-20 18:06:04,08/01/2026,
U195,user195@mail.com,,  togo,Facebook,15/01/2026,07/02/2026,2473.57
U087,user087@mail.com,+22898095702,BENIN,Facebook,2026-01-10 11:06:36,2026-01-16 01:08:36,2781.33
U232,user232@mail.com,,  togo,WhatsApp,09/01/2026,2026-01-09 20:32:02,465.52
U217,user217@mail.com,+22891676621,Ghana,Facebook,08/01/2026,2026-01-10 01:10:16,2261.01
U081,user081@mail.com,+22893180906,  togo,Facebook,2026-01-01 04:00:22,2026-02-03 12:38:36,
U122,user122@mail.com,+22897680015,  togo, whatsapp ,2026-01-14 18:04:08,2026-01-19 02:13:28,4389.8
U027,user027@mail.com,+22891415846,  togo,Facebook,2026-01-08 08:10:50,2026-01-31 15:10:14,2301.52
U057,user057@mail.com,+22891668752,  togo,WhatsApp,2026-01-01 02:14:43,2026-02-08 04:50:37,201.16
U068,user068@mail.com,+22892686231,  togo,Facebook,11/01/2026,12/01/2026,849.92
U260,user260@mail.com,+22897294684,  togo,Facebook,02/01/2026,22/01/2026,617.98
U203,user203@mail.com,+22892891524,  togo,Facebook,01/01/2026,25/01/2026,
U033,user033@mail.com,+22893846949,  togo,WhatsApp,03/01/2026,2026-02-03 16:43:26,4248.69
U197,user197@mail.com,,  togo,facebook,2026-01-05 20:19:10,2026-02-08 03:11:30,
U053,user053@mail.com,+22892987287,  togo,Facebook,2026-01-08 16:24:28,2026-02-08 01:56:50,
U150,,+22892225232,  togo,Facebook,02/01/2026,08/01/2026,3229.4
U105,user105@mail.com,+22894255051,  togo, whatsapp ,10/01/2026,2026-02-08 17:52:00,3205.9
U115,user115@mail.com,+22895474830,  togo, whatsapp ,20/01/2026,2026-01-28 16:26:23,2130.58
U216,user216@mail.com,+22892772642,  togo,Facebook,18/01/2026,03/02/2026,1521.07
U045,,+22896724909,  togo,Facebook,2026-01-14 11:40:57,2026-01-25 11:37:51,1350.41
U108,user108@mail.com,+22896625238,BENIN, whatsapp ,2026-01-05 22:30:28,06/02/2026,
U204,user204@mail.com,+22898902314,  togo,Facebook,03/01/2026,2026-01-15 02:18:38,2077.16
U336,user232@mail.com,,  togo,WhatsApp,09/01/2026,2026-01-13 05:46:04,465.52
U326,user287@mail.com,+22892902100,BENIN,Facebook,2026-01-17 11:32:51,2026-01-16 01:18:57,411.73
U322,user239@mail.com,+22894554926,,Facebook,14/01/2026,2026-01-20 08:20:58,435.14
U310,user261@mail.com,+22895240244,  togo,WhatsApp,2026-01-14 21:06:42,20/01/2026,2557.92
U355,user166@mail.com,+22894789255,  togo,,21/01/2026,18/01/2026,
U357,user098@mail.com,+22891954456,  togo,,2026-01-20 16:24:29,31/01/2026,3259.19
U360,user095@mail.com,+22894717362,,,2026-01-04 16:32:12,2026-01-12 11:46:52,
U310,user263@mail.com,+22899327450,,WhatsApp,08/01/2026,04/01/2026,
U346,user244@mail.com,+22898410774,,,12/01/2026,10/01/2026,4396.66
U343,user174@mail.com,+22895511711,  togo,facebook,14/01/2026,2026-01-15 16:25:22,3083.34
